Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.3713618043747226,-0.5311306778819199,-0.6953696822758868,0.08665714712852858,-1.2937995514794736,-1.5159643239627507,-0.38003852093634444,-0.36109817124517446,0.8574208548058951,1.2561003714753654,1.5168644609919641,1.4468323807553582,-0.3398180877183627,1.1180827950452368,1.485249523016856,0.9514154490418014,5
0.02895234716549974,0.49881788091563584,0.7835176673248839,-0.54035181448983,2.4018115510520768,1.4934550531775233,0.03532257756860642,0.15031993556689596,-2.941718628680752,-0.8438291615483396,-2.378160817068931,-1.9999476464264987,0.5514056092964714,-1.3214968462048295,-1.8795341139208623,0.15816121888540516,4
0.7270778284339564,0.7950048184913059,0.8243815504341521,0.924849358622721,0.07690248287108156,0.3308358184567685,0.7171201637137371,0.9232428416550681,1.2031167523815913,0.6187918143480392,0.2544975818157865,-0.20110381804681451,-1.1609313582976892,-0.7876734350337392,-0.23750729603566587,-0.353025523336707,2
0.7321312653520691,0.8835922971473278,1.0208965675893773,0.7256428530578446,0.6148953340599036,0.7211937516703179,0.7353825990569103,0.9284193995899228,0.8704587991172388,-0.4793951533384236,-0.25398079623455017,-0.7159589629598985,-0.9697862692608676,-1.0324381141292716,-0.732906896328306,-0.9735040413252659,2
-0.13350882078301424,-0.2574970174076661,-0.4812417268753546,0.4941394930414653,-1.3810226692180776,-1.7134951149740507,-0.14403942553478655,-0.04976599468609889,0.7138632399493067,1.2472351861697544,1.5310603188444747,1.5698161217574897,-0.7866315073469138,0.9193688934090857,1.6221944310980883,0.9104943547367936,5
-0.43015922581384436,-0.4506760193239866,-0.3855014218194362,-0.4978864065085713,0.05280592356278924,0.3105614714584134,-0.4316643740703606,-0.44195311413746546,0.8562680129475038,0.22601196205549037,0.15855732373169826,-0.15507623296376732,0.47597022160576313,-0.012725134545520973,-0.1922260127720958,0.43722955796075214,6
-0.21818803400544273,-0.2481870171460412,-0.2731277899642776,-0.03605844115521815,-0.42258743432456597,-0.15403875628643293,-0.22361386756415608,-0.15790699698062602,-0.6031721223807975,0.6561693665795196,0.6366093957069819,0.34745903102932646,-0.1797837624477705,0.11616023305740342,0.31276466206849723,0.5808010605609656,6
-0.2994186179796997,-0.2575530736059295,-0.22488870962212054,-0.3080528825564003,0.05545670792642987,0.3128052591878467,-0.3005986088174219,-0.26438124314388994,1.1298559651189082,0.12144144318831415,-0.07136266541775507,-0.17467229960618721,0.2064527673244543,-0.1520746703015301,-0.21152426720604742,-0.16509582005839607,6
-0.36070861303383644,-0.4232365102739196,-0.4092497989421849,-0.270602954511263,-0.33844853978587347,-0.06172489761573877,-0.36554292308568587,-0.3466264453302621,0.4227040726609931,0.6794662157589756,0.6662595611317702,0.25695486339053586,0.13165880873326077,0.19635667752614216,0.22038391971009078,0.6484583300300205,6
1.1940085706987587,1.3673059033143986,1.4798090351276127,1.1489038990379847,0.7148972742299536,0.7825948461583053,1.2116857469943285,1.381591282779373,0.05800802737748945,-1.4786425802638206,-0.5701805755487065,-0.8206521842537937,-1.3199926352494291,-1.223437568135216,-0.8311490161392384,-1.6605080287134593,2
-0.6927330764914552,-0.8210346499022044,-0.7526697981396645,-0.8617269084189354,-0.07897567541833395,0.19463197795628953,-0.6938295370538499,-0.8260683567933732,-0.6352617665413984,0.3093910764597179,0.3039349502875261,-0.020513492875559196,1.1042799183244771,0.40760837421828766,-0.05891038485451153,0.5094645223966142,3
0.9334151209755432,1.100898821066303,1.2046278798925338,0.9489767104475328,0.5868414432582494,0.703415647847834,0.9451147294437017,1.130579737711231,0.6769593967625703,-1.1218687408404406,-0.41141320044610746,-0.7132477175751624,-1.152266424934551,-1.1002651992349488,-0.7303515145288842,-1.7755953626649559,2
